,latitude,longitude,time,u100,v100,u10,v10,mdww,mpww,mwd,p140122,mwp,mp1,wmb,dwi,pp1d,swh,shww,p140121,p140124,p140127,10m_wind_direction(degree),10m_wind_speed(meter/second),100m_wind_direction(degree),100m_wind_speed(meter/second)
3299,35.89,126.42,2021-11-15 11:00:00,1.2562258000350774,-1.486597261619035,0.9067567698244242,-1.2708026165546233,35.309170399925705,3.86490651952999,270.20516992973415,267.72213255102304,3.852171969545094,3.4891763391017863,13.0,334.77204788878095,4.5452956198670975,0.3055970899578473,4.440892098500626e-16,0.27661960982443956,0.001341003843602695,0.00024367494239543874,324.4909743316289,1.5611364866226467,319.8010407610186,1.946297685074661
3300,35.89,126.42,2021-11-15 12:00:00,1.485157836266298,-1.6618493667932475,1.1022090364833699,-1.3833462775091008,35.314662079673866,3.86490651952999,270.8311277474852,267.92949582159827,3.820830478280823,3.450410266569627,13.0,330.1696587355216,4.524543983406268,0.29950739008430083,4.440892098500626e-16,0.2712315652276334,0.0012256486742605044,0.00024367494239543874,321.4532087672095,1.7687599281993824,318.2135487993397,2.2287748016644278
3301,35.89,126.42,2021-11-15 13:00:00,1.7290818819498286,-1.644372702565348,1.2640384855659375,-1.2881170259322352,35.314662079673866,3.86490651952999,271.55043015209384,268.18051451755775,3.789178675221856,3.4119009229946347,13.0,286.68312255949803,4.489797057239299,0.2937735817618057,4.440892098500626e-16,0.26563139289079546,0.010627094975646845,0.0009768754387102646,315.54054613929975,1.804726784166605,313.561575788799,2.3861445344800947
3302,35.89,126.42,2021-11-15 14:00:00,2.016766387656318,-1.6793260310211466,1.4736311895233603,-1.2711790167584844,13.287534609874797,3.2087243548455784,272.4344582982159,268.5352148488049,3.7488381419114076,3.360619313800602,13.0,261.75992210903144,4.444433014743534,0.2891074480924647,0.01921789671579366,0.2609857953841004,0.010742450144989035,0.0007941192319136925,310.78160692226106,1.9461461855120497,309.78355605071135,2.6244013757132407
3303,35.89,126.42,2021-11-15 15:00:00,2.193428985526782,-2.221588084981244,1.592410862830565,-1.7898584976791199,8.971074327834913,3.065001321250403,274.47156663493195,269.04816609707,3.675294246568514,3.263896679188079,13.0,117.60848045557223,4.407273107592747,0.2879606864279658,0.03724460148639319,0.2498703018064372,0.06201782291758068,0.010710819119756458,318.3409791018579,2.395697351038929,315.36542909147124,3.1219520069789155
3304,35.89,126.42,2021-11-15 16:00:00,1.9183053526046605,-3.246400256789449,1.3278275693790662,-2.7451622150786648,9.262133354486451,3.104127886661571,277.8758986262095,270.02495624004285,3.5859244496961367,3.1589587179462235,13.0,4.1689244167030495,4.376065220202043,0.2898983182059123,0.0639670074569072,0.24524591707374527,0.06713670855713916,0.009307512531854183,334.18707097207846,3.049433003215306,329.42106185824224,3.7708102647991044
3305,35.89,126.42,2021-11-15 17:00:00,1.5066328768331205,-3.582340580281291,0.9554627205191776,-3.0109007590046213,12.310015614705463,3.1265161921405245,282.30153021487024,271.5965515538763,3.502062687179609,3.080142928096072,13.0,15.202575739970456,4.349039833183289,0.29369449475046094,0.07480685415817057,0.2421912776172882,0.06751161285750124,0.006318143149253053,342.39397062677756,3.158865681043832,337.1897311009891,3.8862715626528908
3306,35.89,126.42,2021-11-15 18:00:00,0.663028453057189,-3.4333034714489274,0.1780529010429206,-2.8200658556470293,16.82966804742665,3.066343207067753,286.01335025697284,273.5774164806872,3.4492321041326566,3.0395797528637463,13.0,41.38346964639939,4.324588292547274,0.294643538886598,0.06194198115007765,0.23985787247693907,0.061642918617218656,0.030548570233699057,356.3872630426606,2.825681203843776,349.06977654232526,3.4967384026584925
3307,35.89,126.42,2021-11-15 19:00:00,-0.06631254732546044,-3.1497931406407838,-0.4412982526303626,-2.509912087665459,19.4931327252757,2.9992489162002265,288.45678208942206,275.49279826942166,3.424795050300366,3.027256762919748,13.0,52.1315311892736,4.3004584827091,0.2919545805008761,0.0487197505584267,0.23746082901458043,0.06371931166537759,0.025390058729952848,9.971947600409209,2.548411826134817,1.2060690121915627,3.1504911018380173
3308,35.89,126.42,2021-11-15 20:00:00,-0.2648553752074041,-2.797832541606701,-0.5506509677385831,-2.1749159062290544,21.32186208140709,2.9911269757267887,290.5268355744408,277.2772137820034,3.4080382133867957,3.020260898836958,13.0,53.43865364568855,4.275202615078479,0.2884747520017066,0.045980009084480855,0.23470316839416783,0.06335882676118332,0.025237761890955702,14.207740206612215,2.2435408816064815,5.407760215501241,2.8103407801634424
